00195,1376369979.493986,1376375549.075590,2013-225T04:59:39.493,2013-225T06:32:29.075,143.192317
00196,1376375549.075590,1376381118.577108,2013-225T06:32:29.075,2013-225T08:05:18.577,119.602897
00197,1376381118.577108,1376386688.134202,2013-225T08:05:18.577,2013-225T09:38:08.134,96.014718
00198,1376386688.134202,1376392257.753381,2013-225T09:38:08.134,2013-225T11:10:57.753,72.425173
00199,1376392257.753381,1376397827.343427,2013-225T11:10:57.753,2013-225T12:43:47.343,48.835043
00200,1376397827.343427,1376403396.911042,2013-225T12:43:47.343,2013-225T14:16:36.911,25.245591
00201,1376403396.911042,1376408966.424392,2013-225T14:16:36.911,2013-225T15:49:26.424,1.656562
00202,1376408966.424392,1376414535.898068,2013-225T15:49:26.424,2013-225T17:22:15.898,-21.932009
00203,1376414535.898068,1376420105.366665,2013-225T17:22:15.898,2013-225T18:55:05.366,-45.520821
00204,1376420105.366665,1376425674.889891,2013-225T18:55:05.366,2013-225T20:27:54.889,-69.111398
00205,1376425674.889891,1376431244.458442,2013-225T20:27:54.889,2013-225T22:00:44.458,-92.703180
00206,1376431244.458442,1376436813.988552,2013-225T22:00:44.458,2013-225T23:33:33.988,-116.294399
00207,1376436813.988552,1376442383.482969,2013-225T23:33:33.988,2013-226T01:06:23.482,-139.883807
00208,1376442383.482969,1376447952.947172,2013-226T01:06:23.482,2013-226T02:39:12.947,-163.472196
00209,1376447952.947172,1376453522.444955,2013-226T02:39:12.947,2013-226T04:12:02.444,172.940284
00210,1376453522.444955,1376459091.974574,2013-226T04:12:02.444,2013-226T05:44:51.974,149.352102
00211,1376459091.974574,1376464661.446614,2013-226T05:44:51.974,2013-226T07:17:41.446,125.762947
00212,1376464661.446614,1376470230.917469,2013-226T07:17:41.446,2013-226T08:50:30.917,102.174673
00213,1376470230.917469,1376475800.482093,2013-226T08:50:30.917,2013-226T10:23:20.482,78.585977
